Wirtschaftszweig;Anlagegüter;Nutzungsdauer (ND) i.J.;Linearer AfA-Satz v.H.
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Geräte zur Wasseranalyse ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Stromversorgungsanlagen, Notstromaggregate (beweglich) ;10;10
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Kompaßanlagen ;10;10
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Echolote ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Netze u.ä. ;3;33
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Fischpumpen, Förderanlagen, Netzwinden, Netzgalgen u.ä. ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Sortiergeräte aller Art ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Hälterungen ;10;10
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Lager- und Transportkisten für Frischfisch, Fischprodukte u.ä. ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Fischtransportbehälter für Lebendfisch auch mit Sauerstoffversorgung ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Maschinen zur Fischverarbeitung (Tötungs-, Schlacht-, Filetier-, Enthäutungs-, Salzungs-, Waschmaschinen u.ä.) ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Kühl-, Gefrier-, Klimaanlagen, Warmwasserbereiter, Wärmepumpen, Eismaschinen u.ä. ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Koch-, Brat-, Sterilisieranlagen ;5;20
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Räucherschränke ;5;20
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Verpackungsmaschinen, Auszeichnungsgeräte u.ä. ;8;12
Binnenfischerei, Teichwirtschaft, Fischzucht, fischwirtschaftliche Dienstleistungen;Waagen;6;17
Borstenzurichtung und Pinselindustrie;einfacher Art und mit Handbetrieb ;10;10
Borstenzurichtung und Pinselindustrie;Borstenreinigungswölfe ;6;17
Borstenzurichtung und Pinselindustrie;Borstenschlitzmaschinen;5;20
Borstenzurichtung und Pinselindustrie;Borstensiebmaschinen ;10;10
Borstenzurichtung und Pinselindustrie;Borstenzupfmaschinen ;8;12
Borstenzurichtung und Pinselindustrie;Durchreibmaschinen ;8;12
Borstenzurichtung und Pinselindustrie;Maschinensätze TDA (Trockengleichricht-, Durchreibe- und Aufstoßmaschinen, kombiniert) ;8;12
Borstenzurichtung und Pinselindustrie;Roßhaarschlitzmaschinen ;5;20
Borstenzurichtung und Pinselindustrie;Spül- und Naßkratzmaschinen (autom.) ;5;20
Borstenzurichtung und Pinselindustrie;Waschmaschinen;5;20
Borstenzurichtung und Pinselindustrie;Aufstoßmaschinen ;6;17
Borstenzurichtung und Pinselindustrie;Beschneide- und Pinselabschermaschinen ;8;12
Borstenzurichtung und Pinselindustrie;Nagelmaschinen (autom.) ;8;12
Borstenzurichtung und Pinselindustrie;Nagelbiegemaschinen ;10;10
Borstenzurichtung und Pinselindustrie;Bürsten-;10;10
Borstenzurichtung und Pinselindustrie;Kapsel- ;10;10
Borstenzurichtung und Pinselindustrie;Pinsel- ;10;10
Borstenzurichtung und Pinselindustrie;Stieleinschlagmaschinen ;8;12
Brauereien und Mälzerei;mechanisch (z.B. Elevatoren, Schnecken, Trogkettenförderer, Redler) ;7;14
Brauereien und Mälzerei;Malzrümpfe;10;10
Brauereien und Mälzerei;Entstaubungsanlagen (z.B. Staubfilter, Zyklone, Rohrleitungen) ;8;12
Brauereien und Mälzerei;Malzputze ;10;10
Brauereien und Mälzerei;Malzwaagen (autom.) ;10;10
Brauereien und Mälzerei;Malzkonditionieranlagen;8;12
Brauereien und Mälzerei;Trockenschrotmühlen ;10;10
Brauereien und Mälzerei;Schrotrümpfe ;12;8
Brauereien und Mälzerei;Naßschrotmühlen ;8;12
Brauereien und Mälzerei;Sudhauseinrichtungen (Vormaischer, Maischbottiche, Maischpfannen, Läuterbottiche, Strainmaster, Vorlaufgefäße, Würzepfannen) ;14;7
Brauereien und Mälzerei;Brüdenverdichter, Außen- und Innenkocher, Pfannendunst- kondensatoren ;10;10
Brauereien und Mälzerei;Maischefilter ;12;8
Brauereien und Mälzerei;Vakuumtrommelfilter ;10;10
Brauereien und Mälzerei;Bandfilter ;10;10
Brauereien und Mälzerei;Hopfenseiher ;10;10
Brauereien und Mälzerei;Hopfendosieranlagen ;10;10
Brauereien und Mälzerei;Treberförderanlagen ;10;10
Brauereien und Mälzerei;Naßtrebersiloanlagen ;10;10
Brauereien und Mälzerei;Trebertrocknungsanlagen ;10;10
Brauereien und Mälzerei;Treberpressen ;12;8
Brauereien und Mälzerei;Trockentrebersilos ;20;5
Brauereien und Mälzerei;Sudhausreinigungsanlagen einschl. Behälter, Pumpen, Leitungen, Düsen und Schaltelemente;8;12
Brauereien und Mälzerei;Filtertücherwaschmaschinen ;8;12
Brauereien und Mälzerei;Maische- und Würzepumpen ;7;14
Brauereien und Mälzerei;Milchsäurefermentationsanlagen;8;12
Brauereien und Mälzerei;Würzemengenmeßgeräte (z.B. Ringkolben- oder Ovalradzähler) ;5;20
Brauereien und Mälzerei;Induktive Mengenmesser ;5;20
Brauereien und Mälzerei;mit bewegl. Teilen ;8;12
Brauereien und Mälzerei;ohne bewegl. Teile ;10;10
Brauereien und Mälzerei;Würzekühler ;10;10
Brauereien und Mälzerei;Ausschlaggefäße;14;7
Brauereien und Mälzerei;Trubsammelgefäße ;14;7
Brauereien und Mälzerei;Trubpressen ;10;10
Brauereien und Mälzerei;Würzebelüftungsvorrichtungen einschl. Luft-EK-Filter ;8;12
Brauereien und Mälzerei;Hefereinzuchtanlagen ;15;7
Brauereien und Mälzerei;aus Kupfer oder Niro ;10;10
Brauereien und Mälzerei;Hefewaschanlagen (Vibrationssiebe) ;8;12
Brauereien und Mälzerei;Hefetrockner ;10;10
Brauereien und Mälzerei;aus Aluminium, Stahl und sonstige (z.B. Krick) ;12;8
Brauereien und Mälzerei;Gärtanks, einzelisoliert (Outdoor- und ZK-Tanks) ;12;8
Brauereien und Mälzerei;CO2-Gewinnungsanlagen ;7;14
Brauereien und Mälzerei;Reinigungsanlagen für Gefäße und Leitungen ;8;12
Brauereien und Mälzerei;Outdoor-Tanks ;12;8
Brauereien und Mälzerei;Reinigungsanlagen (f. Gefäße und Leitungen) ;8;12
Brauereien und Mälzerei;Bierdruckregler (Bierpumpen) ;7;14
Brauereien und Mälzerei;Biertiefkühler (z.B. Platten-, Bündelrohr-, Wendelrohrkühler) ;8;12
Brauereien und Mälzerei;Masse- und Rahmenfilter (z.B. Kieselgur- und Schichten-) ;7;14
Brauereien und Mälzerei;Kesselfilter;7;14
Brauereien und Mälzerei;Filtermitteldosiergeräte ;5;20
Brauereien und Mälzerei;Dichtemeßgeräte ;5;20
Brauereien und Mälzerei;Trübungsmeßgeräte ;5;20
Brauereien und Mälzerei;Mengenmesser (f. Bier);5;20
Brauereien und Mälzerei;Massewaschapparate ;10;10
Brauereien und Mälzerei;Membranfilter ;5;20
Brauereien und Mälzerei;Stabilisierungsfilter ;10;10
Brauereien und Mälzerei;Regenerierungsanlagen f. Stabilisierungsmittel ;8;12
Brauereien und Mälzerei;CO2-Meß-, Regel- und Dosieranlagen ;5;20
Brauereien und Mälzerei;Biermischanlagen (High gravity brewing) ;8;12
Brauereien und Mälzerei;Wasserentgasungsanlagen (Sauer- stoffreduktion) ;8;12
Brauereien und Mälzerei;Faßreinigungsmaschinen ;8;12
Brauereien und Mälzerei;Faßfüller (Isobarometer) ;12;8
Brauereien und Mälzerei;Keg-Reinigungs- und Abfüllmaschinen ;8;12
Brauereien und Mälzerei;Bier-Drive-Kompaktanlagen;8;12
Brauereien und Mälzerei;Faßetikettiermaschinen ;6;17
Brauereien und Mälzerei;Be- und Entpalettieranlagen ;5;20
Brauereien und Mälzerei;Faßtransportanlagen ;7;14
Brauereien und Mälzerei;Faßpasteure (Kammerpasteure) ;8;12
Brauereien und Mälzerei;Kubizierapparate, Durchlaufzähler zum Eichen ;10;10
Brauereien und Mälzerei;Flaschenreinigungsmaschinen, Rinser ;6;17
Brauereien und Mälzerei;Flaschenabfüllmaschinen ;6;17
Brauereien und Mälzerei;Kronenkorkförderanlagen ;6;17
Brauereien und Mälzerei;Kronenkorker ;6;17
Brauereien und Mälzerei;Flaschenauspackmaschinen und Flascheneinpackmaschinen ;5;20
Brauereien und Mälzerei;Palettier- und Entpalettieranlagen ;5;20
Brauereien und Mälzerei;Kastenwaschanlagen ;6;17
Brauereien und Mälzerei;Prüf- und Kontrollanlagen (z.B. elektronische Flaschenausleuchtung, Flaschen- und Kastenzählgeräte, Höhenfüllmengenmeßgeräte, ph-Überwachungsgeräte, Leerflascheninspektoren ;5;20
Brauereien und Mälzerei;Ent- und Verschraubungsmaschinen ;5;20
Brauereien und Mälzerei;Flaschenabräumer;5;20
Brauereien und Mälzerei;Pasteurisierkammern ;8;12
Brauereien und Mälzerei;Kartonverpackungsanlagen (z.B. Kartonfaltmaschinen und Kartonverschließmaschinen) ;5;20
Brauereien und Mälzerei;Laugen-Neutralisations- und -aufbereitungsanlagen ;8;12
Brauereien und Mälzerei;Leerkastenkontrollanzeigen;5;20
Brauereien und Mälzerei;Vollgutkontrollanlagen;5;20
Brauereien und Mälzerei;Kastensortieranlagen;6;17
Brauereien und Mälzerei;Verpackungsmaschinen;5;20
Brauereien und Mälzerei;Schrauben- und Turbokompressoren (-verdichter) ;7;14
Brauereien und Mälzerei;Kolbenkompressoren (verdichter) ;7;14
Brauereien und Mälzerei;Berieselungskondensatoren und Bündelrohrkondensatoren ;10;10
Brauereien und Mälzerei;Verdunstungs- und Luftkondensatoren ;10;10
Brauereien und Mälzerei;Kältemittelpumpen ;7;14
Brauereien und Mälzerei;Kältemittelsammelbehälter ;8;12
Brauereien und Mälzerei;Verdampfer;10;10
Brauereien und Mälzerei;Rückkühlwerke aus Kunststoff oder Metall ;10;10
Brauereien und Mälzerei;Solegeneratoren, offen und geschlossen, und Soleleitungen ;10;10
Brauereien und Mälzerei;Eisgeneratoren mit direkter oder indirekter Kühlung ;10;10
Brauereien und Mälzerei;Eiszellen;5;20
Brauereien und Mälzerei;Eiskästen;3;33
Brauereien und Mälzerei;Kolbenverdichter und Luftkessel ;10;10
Brauereien und Mälzerei;Schrauben- und Turboverdichter ;8;12
Brauereien und Mälzerei;Trockenläufer ;10;10
Brauereien und Mälzerei;Lufttrocknungsanlagen ;10;10
Brauereien und Mälzerei;Bierleitungen (ohne Unterscheidung auf Material) ;10;10
Brauereien und Mälzerei;Bierpumpen, sonstige Pumpen ;7;14
Brauereien und Mälzerei;Brunnenanlagen ;15;7
Brauereien und Mälzerei;Speisewasservorwärmer ;12;8
Brauereien und Mälzerei;Wasserbehälter (Kaltwasser) aus Stahl, Kunststoff, Niro oder gemauert ;15;7
Brauereien und Mälzerei;Wasserbehälter und -reserven (Heißwasser) und Vorwärmer ;10;10
Brauereien und Mälzerei;aus Niro, Kupfer ;8;12
Brauereien und Mälzerei;Zentralreinigungsanlagen für Leitungen und Gefäße ;8;12
Brauereien und Mälzerei;Transporttanks (Container) ;5;20
Brauereien und Mälzerei;Bierzelte ;8;12
Brauereien und Mälzerei;Getränkeverkaufsautomaten ;5;20
Brauereien und Mälzerei;Gaststätteninventar (Leihinventar im wechselnden Einsatz) z.B. Flaschenbierkühlschränke, Kühlmöbel, Messestände) ;5;20
Brauereien und Mälzerei;UV-Desinfektionsanlagen für Wasser, Luft ;7;14
Brauereien und Mälzerei;Ozondesinfektionsanlagen ;7;14
Brauereien und Mälzerei;CO2-Füllanlagen ;8;12
Brauereien und Mälzerei;Siebpressen;5;20
Brauereien und Mälzerei;aus V2A;12;8
Brauereien und Mälzerei;Lüfter ;5;20
Brauereien und Mälzerei;pneumatische;7;14
Brauereien und Mälzerei;Begasungsanlagen ;10;10
Brauereien und Mälzerei;Reinigungs- und Sortiermaschinen für Gerste, Malz und kombiniert (z.B. Aspirateure, Vibraclone, Magnetapparate, Trieure) ;7;14
Brauereien und Mälzerei;Staubabscheidungsanlagen ;8;12
Brauereien und Mälzerei;Malzentkeimungsanlagen ;10;10
Brauereien und Mälzerei;Malzpolieranlagen ;10;10
Brauereien und Mälzerei;Malz- bzw. Gerstenrümpfe ;10;10
Brauereien und Mälzerei;Vorweichen ;10;10
Brauereien und Mälzerei;CO2-Absauganlagen ;10;10
Brauereien und Mälzerei;Keimvorrichtungen (z.B. Kastenmälzereien, pneumatische Mälzereien, Trommelmälzereien, Wanderhaufenmälzereien, Turmmälzereien, Tennenmälzereien) ;10;10
Brauereien und Mälzerei;Reinigungseinrichtungen ;8;12
Brauereien und Mälzerei;Darren (Darrumhüllungen, Darrwender, Darrhorden, Darrventilatoren, Darrheizungsanlagen) ;10;10
Brauereien und Mälzerei;Malzkeimverarbeitungsanlagen ;10;10
Brauereien und Mälzerei;Kippwaagen ;7;14
Brauereien und Mälzerei;Kälteanlagen ;10;10
Brauereien und Mälzerei;Entalkoholisierungsanlagen ;10;10
Brauereien und Mälzerei;Mess- und Kontrolleinrichtungen, Steuerungsanlagen ;7;14
Braunkohlenbergbau;Abraumbagger;10;10
Braunkohlenbergbau;Dampf;10;10
Braunkohlenbergbau;elektr.;8;12
Braunkohlenbergbau;Abraumwagen ;10;10
Braunkohlenbergbau;Absetzer ;10;10
Braunkohlenbergbau;Brikettpressen ;15;7
Braunkohlenbergbau;Brikettrinneneinrichtung ;17;7
Braunkohlenbergbau;Brunnenbohr-Großgeräte ;5;20
Braunkohlenbergbau;Bunkereinrichtungen ;10;10
Braunkohlenbergbau;Feuergastrockner ;10;10
Braunkohlenbergbau;Filterbrunnen ;7;14
Braunkohlenbergbau;Gleise einschl. Fahrleitungen (außer Anschlußbahnen) ;10;10
Braunkohlenbergbau;Gleisrückmaschinen ;10;10
Braunkohlenbergbau;Kohlenwagen ;10;10
Braunkohlenbergbau;Kohlenbagger ;10;10
Braunkohlenbergbau;Kühlvorrichtungen ;15;7
Braunkohlenbergbau;Mech. Verladeeinrichtungen ;15;7
Braunkohlenbergbau;Mittel- und Leichtöldestillation ;15;7
Braunkohlenbergbau;Naßdienst ;12;8
Braunkohlenbergbau;Phenolsolvananlage ;12;8
Braunkohlenbergbau;Planiergeräte ;5;20
Braunkohlenbergbau;Schwelöfen ;12;8
Braunkohlenbergbau;Stellwerkseinrichtungen ;12;8
Braunkohlenbergbau;Transportbandanlagen (rückbar) ;5;20
Braunkohlenbergbau;Tauchpumpen ;4;25
Braunkohlenbergbau;Trockendienst ;15;7
Braunkohlenbergbau;Waggonkippanlagen ;10;10
Braunkohlenbergbau;Waggonwaagen ;15;7
Braunkohlenbergbau;frostfrei verlegt ;15;7
Braunkohlenbergbau;nicht frostfrei verlegt ;10;10
Braunkohlenbergbau;Wasserhaltungspumpen (offen) ;10;10
Braunkohlenbergbau;der Anlagegüter des Fabrikationsbetriebs (gedeckt) ;15;7
Braunkohlenbergbau;des Gruben- und Abraumbetriebs (offen) ;10;10
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;elektronische ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;gemauerte Öfen (Einschieß-Auszugöfen) ;20;5
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Stahlbauöfen (Einschieß-/Auszugöfen) ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Etagenöfen ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;automatische Öfen ;7;14
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Vorback- u. Gerstelöfen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Backkammern u. Backschränke ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Ladenbacköfen/Backstationen mit Gärschränken und/oder Gärunterbrechern ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Baumkuchenmaschinen ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Blechputzmaschinen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Brezelschlingmaschinen ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Fettbackautomaten ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Folienschweißmaschinen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Formfüllmaschinen/Formwalzen ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;bewegliche Gärschränke ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Gärunterbrechungsanlagen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Gärschränke ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Gerätespülautomaten ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Kaffeeautomaten ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Kühl- u. Tiefgefrieranlagen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Laugendurchlaufgeräte ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Mehlsieb-/Mehlmischanlagen Mehlwiegevorrichtungen ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Mehlsilos/Tankanlagen einschl. Ummantelungen/ Umkleidungen ;10;10
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Mikrowellengeräte ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Mühlen für Semmel- und Brotzerkleinerung ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Rühr-/Schlagmaschinen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Sahneautomaten/Sahnezapfer ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Sauerteiggeräte/-anlagen ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;für Mandeln;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;für Obst ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Schneideautomaten ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Schockfroster einschl. Tankanlagen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Speiseeisgeräte/-anlagen/ -automaten ;7;14
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Sprühgeräte/-anlagen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Sterilisiergeräte/-anlagen;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Pasteurisierungsanlagen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;elektronische-/ prozeßgesteuerte ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Teigknetmaschinen ;8;12
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Teigschnellkneter ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Mixer ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Transportanlagen für Backwaren/Tiefkühlprodukte ;6;17
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Überzug-/Glasieranlagen ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Verpackungsautomaten ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Waschanlagen (z.B. für Formen, Kisten, Rosinen) ;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Wasser-/Misch-/ Temperieranlagen;5;20
Brot- und Backwarenindustrie, Herstellung von Tiefkühl- Kombinationsbackwaren, Bäckereien, Konditoreien;Wasser-/ Dampfaufbereitungsanlagen;5;20
Chemische Industrie ohne Herstellung von Chemiefasern und Primärkohlenwertstoffen in Kokereien;Geschäftsgebäude (Massive Gebäude, die überwiegend Bürozwecken dienen) ;40;2,5
Chemische Industrie ohne Herstellung von Chemiefasern und Primärkohlenwertstoffen in Kokereien;"Fabrikations- und Energiegebäude (in massiver Bauweise errichtete Gebäude, die überwiegend der Fabrikation, und Gebäude, die der  Erzeugung und Verteilung von Energien dienen; Kesselhäuser, Pumpenhäuser usw.) ";25;4
Chemische Industrie ohne Herstellung von Chemiefasern und Primärkohlenwertstoffen in Kokereien;Forschungs-, Werkstatt-, Lager- und Sozialgebäude (Gebäude, die in überwiegendem Maße Forschungs-, Werkstatt- und Lagerzwecken dienen, ferner Gebäude der Werksfürsorge mit Aufenthalts-, Speise-, Wasch- und Baderäumen) ;33;3
Chemische Industrie ohne Herstellung von Chemiefasern und Primärkohlenwertstoffen in Kokereien;Baracken (Wohn-, Wirtschafts- und Betriebsbaracken in Leichtbauweise) ;10;10
Chemische Industrie ohne Herstellung von Chemiefasern und Primärkohlenwertstoffen in Kokereien;Holzbaracken (Wohn-, Wirtschafts- und Betriebsbaracken in Holzausführung, sofern eine feste Verbindung mit dem Grund und Boden besteht) ;5;20
Chemische Industrie ohne Herstellung von Chemiefasern und Primärkohlenwertstoffen in Kokereien;Andere Baulichkeiten (Grundstückseinrichtungen wie Hof-, Straßen- und Platzbefestigungen, Umzäunungen) ;15;7
